tradingdate,stockcode,weight
2021/6/30,603986.SH,0.003151501
2021/6/30,600438.SH,0.003082294
2021/6/30,600061.SH,0.003062846
2021/6/30,300327.SZ,0.003045921
2021/6/30,000830.SZ,0.003011198
2021/6/30,688002.SH,0.002847661
2021/6/30,600862.SH,0.002684355
2021/6/30,000933.SZ,0.002569595
2021/6/30,300146.SZ,0.002364036
2021/6/30,300676.SZ,0.002357662
2021/6/30,002714.SZ,0.002340425
2021/6/30,600188.SH,0.00225354
2021/6/30,600096.SH,0.002167205
2021/6/30,603882.SH,0.002164938
2021/6/30,601607.SH,0.002132675
2021/6/30,601939.SH,0.002081505
2021/6/30,603606.SH,0.002057965
2021/6/30,603392.SH,0.002047064
2021/6/30,603129.SH,0.002023399
2021/6/30,600690.SH,0.001925774
2021/6/30,002648.SZ,0.001922079
2021/6/30,601838.SH,0.001920099
2021/6/30,300601.SZ,0.001917458
2021/6/30,600584.SH,0.001911291
2021/6/30,601225.SH,0.001888891
2021/6/30,300363.SZ,0.001875819
2021/6/30,603658.SH,0.001823689
2021/6/30,000807.SZ,0.001748091
2021/6/30,300124.SZ,0.001738993
2021/6/30,688368.SH,0.001701141
2021/6/30,300896.SZ,0.001695024
2021/6/30,600276.SH,0.001644767
2021/6/30,002603.SZ,0.001613939
2021/6/30,603267.SH,0.001607771
2021/6/30,603026.SH,0.001585009
2021/6/30,300347.SZ,0.001548668
2021/6/30,300496.SZ,0.001544067
2021/6/30,002230.SZ,0.001530676
2021/6/30,300662.SZ,0.001503557
2021/6/30,300413.SZ,0.001454048
2021/6/30,601985.SH,0.001383321
2021/6/30,600039.SH,0.001375562
2021/6/30,000002.SZ,0.001367506
2021/6/30,601155.SH,0.001356954
2021/6/30,300274.SZ,0.00128288
2021/6/30,002139.SZ,0.001251238
2021/6/30,002507.SZ,0.001223859
2021/6/30,002726.SZ,0.001223782
2021/6/30,600406.SH,0.001214441
2021/6/30,000921.SZ,0.001189182
2021/6/30,600030.SH,0.001183261
2021/6/30,002541.SZ,0.001172607
2021/6/30,600219.SH,0.00116769
2021/6/30,600325.SH,0.00116683
2021/6/30,600196.SH,0.001162996
2021/6/30,002007.SZ,0.001153441
2021/6/30,000063.SZ,0.001114837
2021/6/30,300724.SZ,0.001076602
2021/6/30,002049.SZ,0.001060324
2021/6/30,002920.SZ,0.00105648
2021/6/30,002493.SZ,0.001053487
2021/6/30,601699.SH,0.001047506
2021/6/30,002430.SZ,0.001034233
2021/6/30,601898.SH,0.001008793
2021/6/30,600606.SH,0.00100518
2021/6/30,603010.SH,0.000987525
2021/6/30,600660.SH,0.000954571
2021/6/30,300470.SZ,0.000949416
2021/6/30,601601.SH,0.00094629
2021/6/30,002555.SZ,0.000940559
2021/6/30,600456.SH,0.000936762
2021/6/30,002124.SZ,0.000921084
2021/6/30,300737.SZ,0.000920968
2021/6/30,300755.SZ,0.000903224
2021/6/30,600025.SH,0.000888329
2021/6/30,300463.SZ,0.000885186
2021/6/30,002747.SZ,0.000882521
2021/6/30,688116.SH,0.000819333
2021/6/30,688005.SH,0.000807162
2021/6/30,002402.SZ,0.000797771
2021/6/30,601899.SH,0.000797686
2021/6/30,300144.SZ,0.000718131
2021/6/30,300593.SZ,0.000677654
2021/6/30,603486.SH,0.00067763
2021/6/30,600346.SH,0.000662883
2021/6/30,002876.SZ,0.000660908
2021/6/30,688188.SH,0.00064186
2021/6/30,601688.SH,0.00062607
2021/6/30,002244.SZ,0.000600328
2021/6/30,300119.SZ,0.000581992
2021/6/30,000596.SZ,0.00056365
2021/6/30,300699.SZ,0.000550228
2021/6/30,600143.SH,0.000521568
2021/6/30,300783.SZ,0.000491685
2021/6/30,600426.SH,0.000439205
2021/6/30,600900.SH,0.00042753
2021/6/30,601658.SH,0.000416601
2021/6/30,000488.SZ,0.000408412
2021/6/30,002557.SZ,0.000402857
2021/6/30,600057.SH,0.000299918
2021/6/30,000932.SZ,0.000163656
2021/6/30,002025.SZ,5.86E-05
2021/6/30,688161.SH,5.43E-05
2021/6/30,300957.SZ,3.59E-05
2021/6/30,688667.SH,2.07E-05
2021/6/30,688323.SH,1.72E-05
2021/6/30,300919.SZ,1.66E-05
2021/6/30,301004.SZ,1.51E-05
2021/6/30,688499.SH,1.39E-05
2021/6/30,300979.SZ,1.35E-05
2021/6/30,688636.SH,1.24E-05
2021/6/30,301018.SZ,1.08E-05
2021/6/30,688239.SH,9.44E-06
2021/6/30,688087.SH,9.05E-06
2021/6/30,301017.SZ,8.21E-06
2021/6/30,688618.SH,7.96E-06
2021/6/30,300973.SZ,6.95E-06
2021/6/30,601528.SH,5.80E-06
2021/6/30,600985.SH,4.89E-06
2021/6/30,300953.SZ,4.00E-06
2021/6/30,300941.SZ,3.33E-06
2021/6/30,688226.SH,2.89E-06
2021/6/30,300968.SZ,2.34E-06
2021/6/30,001208.SZ,2.26E-06
2021/6/30,300614.SZ,2.22E-06
2021/6/30,300942.SZ,2.11E-06
2021/6/30,603171.SH,2.04E-06
2021/6/30,300997.SZ,2.02E-06
2021/6/30,301002.SZ,1.93E-06
2021/6/30,605287.SH,1.84E-06
2021/6/30,300955.SZ,1.78E-06
2021/6/30,300996.SZ,1.70E-06
2021/6/30,300956.SZ,1.60E-06
2021/6/30,300962.SZ,1.57E-06
2021/6/30,300952.SZ,1.54E-06
2021/6/30,301016.SZ,1.51E-06
2021/6/30,300945.SZ,1.49E-06
2021/6/30,300961.SZ,1.45E-06
2021/6/30,300950.SZ,1.43E-06
2021/6/30,605162.SH,1.40E-06
2021/6/30,300958.SZ,1.36E-06
2021/6/30,300986.SZ,1.35E-06
2021/6/30,300987.SZ,1.35E-06
2021/6/30,300978.SZ,1.35E-06
2021/6/30,300926.SZ,1.33E-06
2021/6/30,300930.SZ,1.32E-06
2021/6/30,300985.SZ,1.22E-06
2021/6/30,300971.SZ,1.16E-06
2021/6/30,300927.SZ,1.09E-06
2021/6/30,300975.SZ,1.07E-06
2021/6/30,300943.SZ,9.79E-07
2021/6/30,300972.SZ,9.08E-07
2021/6/30,300960.SZ,9.01E-07
2021/6/30,605011.SH,7.78E-07
2021/6/30,300995.SZ,7.43E-07
2021/6/30,301007.SZ,7.30E-07
2021/6/30,300998.SZ,7.15E-07
2021/6/30,300992.SZ,6.78E-07
2021/6/30,301010.SZ,6.41E-07
